student_id,college,gpa,year_of_study,enrollment_status
STU02637,Engineering,3.92,1,Full-time
STU02914,Science,3.92,1,Full-time
STU02986,Science,3.92,3,Full-time
STU03056,Business,3.92,3,Full-time
STU03295,Arts,3.92,2,Full-time
STU03529,Engineering,3.92,1,Full-time
STU03610,Science,3.92,4,Full-time
STU03732,Business,3.92,3,Full-time
STU03806,Science,3.92,4,Full-time
STU04250,Science,3.92,2,Full-time
STU04967,Arts,3.92,3,Full-time
STU00035,Arts,3.91,1,Full-time
STU00141,Engineering,3.91,1,Full-time
STU00249,Engineering,3.91,1,Full-time
STU00314,Science,3.91,4,Full-time
STU00465,Engineering,3.91,1,Full-time
STU00470,Science,3.91,3,Part-time
STU00718,Science,3.91,2,Full-time
STU01181,Engineering,3.91,4,Full-time
STU01426,Science,3.91,1,Full-time
STU01545,Engineering,3.91,3,Full-time
STU01699,Arts,3.91,4,Full-time
STU01701,Engineering,3.91,1,Part-time
STU02021,Engineering,3.91,3,Full-time
STU02092,Business,3.91,1,Full-time
STU02214,Science,3.91,4,Full-time
STU02416,Business,3.91,2,Part-time
STU02472,Business,3.91,3,Part-time
STU02626,Science,3.91,2,Full-time
STU02695,Arts,3.91,3,Full-time
STU02739,Arts,3.91,4,Full-time
STU03068,Business,3.91,2,Full-time
STU03710,Science,3.91,2,Full-time
STU03915,Arts,3.91,1,Full-time
STU04107,Arts,3.91,3,Full-time
STU04204,Business,3.91,2,Full-time
STU04586,Science,3.91,1,Full-time
STU04907,Arts,3.91,4,Full-time
STU00367,Arts,3.9,2,Full-time
STU00844,Business,3.9,4,Full-time
STU01757,Engineering,3.9,3,Full-time
STU01907,Arts,3.9,1,Full-time
STU02435,Arts,3.9,3,Full-time
STU02787,Arts,3.9,2,Full-time
STU02804,Business,3.9,2,Part-time
STU03238,Science,3.9,4,Full-time
STU03477,Engineering,3.9,3,Part-time
STU03697,Engineering,3.9,1,Full-time
STU03883,Arts,3.9,1,Full-time
STU04387,Arts,3.9,1,Full-time
STU04678,Science,3.9,1,Full-time
STU04933,Engineering,3.9,1,Part-time
STU00325,Engineering,3.89,1,Full-time
STU00541,Engineering,3.89,2,Part-time
STU01122,Science,3.89,3,Full-time
STU01513,Engineering,3.89,4,Full-time
STU01624,Business,3.89,3,Part-time
STU01774,Science,3.89,2,Full-time
STU01801,Engineering,3.89,3,Full-time
STU01997,Engineering,3.89,2,Full-time
STU02326,Science,3.89,3,Full-time
STU02428,Business,3.89,4,Part-time
STU02504,Business,3.89,3,Full-time
STU02528,Business,3.89,2,Part-time
STU02556,Business,3.89,1,Full-time
STU02647,Arts,3.89,1,Full-time
STU02734,Science,3.89,3,Full-time
STU02766,Science,3.89,3,Full-time
STU03092,Business,3.89,1,Full-time
STU04159,Arts,3.89,1,Full-time
STU04272,Business,3.89,3,Full-time
STU04354,Science,3.89,2,Full-time
STU04422,Science,3.89,2,Full-time
STU04609,Engineering,3.89,4,Full-time
STU04808,Business,3.89,2,Part-time
STU04841,Engineering,3.89,4,Full-time
STU04969,Engineering,3.89,4,Full-time
STU00002,Science,3.88,4,Full-time
STU00242,Science,3.88,4,Full-time
STU00412,Business,3.88,2,Full-time
STU00413,Engineering,3.88,4,Full-time
STU00489,Engineering,3.88,4,Full-time
STU00999,Arts,3.88,2,Full-time
STU01221,Engineering,3.88,1,Full-time
STU01428,Business,3.88,4,Full-time
STU01551,Arts,3.88,1,Full-time
STU02275,Arts,3.88,2,Full-time
STU02639,Arts,3.88,2,Full-time
STU02789,Engineering,3.88,2,Full-time
STU02844,Business,3.88,4,Full-time
STU02863,Arts,3.88,3,Part-time
STU02939,Arts,3.88,4,Full-time
STU03060,Business,3.88,1,Part-time
STU03129,Engineering,3.88,1,Full-time
STU03193,Engineering,3.88,2,Part-time
STU03591,Arts,3.88,1,Part-time
STU04326,Science,3.88,1,Full-time
STU04636,Business,3.88,2,Full-time
STU04792,Business,3.88,4,Full-time
STU04842,Science,3.88,3,Full-time
STU04921,Engineering,3.88,1,Part-time
STU00034,Science,3.87,4,Full-time
STU00446,Science,3.87,4,Full-time
STU00509,Engineering,3.87,1,Full-time
STU00576,Business,3.87,1,Full-time
STU00790,Science,3.87,2,Full-time
STU00870,Science,3.87,1,Full-time
STU00918,Science,3.87,4,Full-time
STU01080,Business,3.87,4,Full-time
STU02554,Science,3.87,2,Full-time
STU02872,Business,3.87,4,Part-time
STU02969,Engineering,3.87,2,Full-time
STU03077,Engineering,3.87,3,Part-time
STU03705,Engineering,3.87,1,Part-time
STU03921,Engineering,3.87,3,Full-time
STU04407,Arts,3.87,2,Full-time
STU04469,Engineering,3.87,3,Full-time
STU04847,Arts,3.87,1,Full-time
STU00135,Arts,3.86,4,Full-time
STU00536,Business,3.86,1,Full-time
STU01013,Engineering,3.86,4,Full-time
STU01025,Engineering,3.86,3,Full-time
STU01085,Engineering,3.86,1,Full-time
STU01091,Arts,3.86,3,Full-time
STU01224,Business,3.86,3,Full-time
STU01449,Engineering,3.86,2,Full-time
STU01845,Engineering,3.86,4,Full-time
STU02054,Science,3.86,4,Full-time
STU02483,Arts,3.86,2,Full-time
STU02735,Arts,3.86,3,Full-time
STU02803,Arts,3.86,3,Full-time
STU03027,Arts,3.86,3,Full-time
STU03080,Business,3.86,4,Full-time
STU04128,Business,3.86,1,Full-time
STU04395,Arts,3.86,3,Full-time
STU04625,Engineering,3.86,4,Full-time
STU04641,Engineering,3.86,2,Full-time
STU04683,Arts,3.86,4,Full-time
STU00053,Engineering,3.85,2,Full-time
STU00241,Engineering,3.85,1,Full-time
STU00359,Arts,3.85,2,Full-time
STU00365,Engineering,3.85,1,Full-time
STU00721,Engineering,3.85,4,Part-time
STU00752,Business,3.85,3,Part-time
STU01053,Engineering,3.85,2,Full-time
STU01976,Business,3.85,2,Full-time
STU02186,Science,3.85,3,Full-time
STU02345,Engineering,3.85,4,Full-time
STU02886,Science,3.85,4,Full-time
STU03197,Engineering,3.85,1,Part-time
STU03365,Engineering,3.85,3,Full-time
STU03455,Arts,3.85,1,Part-time
STU03802,Science,3.85,1,Full-time
STU03854,Science,3.85,4,Full-time
STU03931,Arts,3.85,2,Full-time
STU04270,Science,3.85,2,Full-time
STU04302,Science,3.85,3,Full-time
STU04312,Business,3.85,3,Part-time
STU04510,Science,3.85,3,Part-time
STU04858,Science,3.85,2,Full-time
STU04946,Science,3.85,3,Full-time
STU00179,Arts,3.84,3,Full-time
STU00257,Engineering,3.84,1,Full-time
STU00807,Arts,3.84,1,Full-time
STU00972,Business,3.84,1,Full-time
STU01186,Science,3.84,3,Full-time
STU01302,Science,3.84,1,Full-time
STU01416,Business,3.84,4,Full-time
STU01522,Science,3.84,2,Part-time
STU01656,Business,3.84,3,Full-time
STU01866,Science,3.84,4,Full-time
STU02023,Arts,3.84,3,Part-time
STU03157,Engineering,3.84,4,Full-time
STU03516,Business,3.84,2,Part-time
STU03723,Arts,3.84,2,Full-time
STU03886,Science,3.84,4,Full-time
STU04051,Arts,3.84,1,Full-time
STU04246,Science,3.84,2,Full-time
STU04322,Science,3.84,2,Full-time
STU04581,Engineering,3.84,1,Full-time
STU04816,Business,3.84,4,Full-time
STU00396,Business,3.83,1,Full-time
STU00513,Engineering,3.83,1,Full-time
STU00797,Engineering,3.83,3,Full-time
STU01184,Business,3.83,1,Full-time
STU01420,Business,3.83,3,Full-time
STU01456,Business,3.83,4,Full-time
STU01668,Business,3.83,2,Full-time
STU01956,Business,3.83,2,Full-time
STU02305,Engineering,3.83,1,Full-time
STU02950,Science,3.83,3,Part-time
STU03133,Engineering,3.83,4,Full-time
STU03699,Arts,3.83,2,Full-time
STU03776,Business,3.83,1,Full-time
STU03837,Engineering,3.83,4,Full-time
STU03839,Arts,3.83,3,Part-time
STU03986,Science,3.83,3,Full-time
STU04551,Arts,3.83,2,Full-time
STU04559,Arts,3.83,3,Full-time
STU00113,Engineering,3.82,2,Part-time
STU00246,Science,3.82,1,Full-time
STU00578,Science,3.82,1,Full-time
STU00685,Engineering,3.82,3,Full-time
STU00716,Business,3.82,1,Full-time
STU01104,Business,3.82,1,Full-time
STU01520,Business,3.82,1,Full-time
STU01635,Arts,3.82,4,Full-time
STU01640,Business,3.82,1,Full-time
STU01839,Arts,3.82,1,Full-time
STU02516,Business,3.82,3,Full-time
STU02570,Science,3.82,2,Part-time
STU02821,Engineering,3.82,2,Full-time
STU03167,Arts,3.82,4,Full-time
STU03439,Arts,3.82,1,Full-time
STU03440,Business,3.82,4,Full-time
STU03609,Engineering,3.82,3,Full-time
STU03687,Arts,3.82,2,Full-time
STU03726,Science,3.82,3,Full-time
STU03957,Engineering,3.82,2,Full-time
STU04094,Science,3.82,4,Full-time
STU04734,Science,3.82,1,Full-time
STU04905,Engineering,3.82,3,Part-time
STU00183,Arts,3.81,4,Full-time
STU00800,Business,3.81,1,Full-time
STU00808,Business,3.81,2,Full-time
STU01016,Business,3.81,2,Full-time
STU01023,Arts,3.81,1,Full-time
STU01687,Arts,3.81,2,Full-time
STU04434,Science,3.81,1,Full-time
STU00056,Business,3.8,2,Full-time
STU00616,Business,3.8,3,Full-time
STU00814,Science,3.8,4,Full-time
STU00826,Science,3.8,1,Full-time
STU01249,Engineering,3.8,4,Full-time
STU01663,Arts,3.8,2,Full-time
STU01855,Arts,3.8,3,Full-time
STU02206,Science,3.8,3,Full-time
STU02836,Business,3.8,3,Full-time
STU02843,Arts,3.8,3,Full-time
STU02854,Science,3.8,4,Full-time
STU02955,Arts,3.8,4,Full-time
STU03142,Science,3.8,3,Part-time
STU03484,Business,3.8,1,Full-time
STU03637,Engineering,3.8,1,Full-time
STU04145,Engineering,3.8,4,Full-time
STU04720,Business,3.8,3,Full-time
STU04930,Science,3.8,1,Full-time
STU00243,Arts,3.79,4,Full-time
STU00837,Engineering,3.79,4,Part-time
STU00938,Science,3.79,1,Full-time
STU00954,Science,3.79,4,Full-time
STU00997,Engineering,3.79,4,Part-time
STU01019,Arts,3.79,1,Full-time
STU02101,Engineering,3.79,1,Full-time
STU02383,Arts,3.79,4,Full-time
STU02755,Arts,3.79,3,Part-time
STU03103,Arts,3.79,1,Full-time
STU03887,Arts,3.79,4,Full-time
STU03903,Arts,3.79,4,Part-time
STU04117,Engineering,3.79,1,Full-time
STU04727,Arts,3.79,1,Full-time
STU04859,Arts,3.79,4,Full-time
STU04916,Business,3.79,4,Full-time
STU00274,Science,3.78,4,Full-time
STU00507,Arts,3.78,2,Full-time
STU01361,Engineering,3.78,2,Full-time
STU02210,Science,3.78,4,Full-time
STU02352,Business,3.78,2,Part-time
STU03192,Business,3.78,3,Full-time
STU03660,Business,3.78,4,Full-time
STU04234,Science,3.78,3,Full-time
STU04528,Business,3.78,2,Full-time
STU04900,Business,3.78,3,Full-time
STU00044,Business,3.77,3,Part-time
STU00105,Engineering,3.77,4,Full-time
STU00151,Arts,3.77,4,Full-time
STU00454,Science,3.77,2,Full-time
STU00749,Engineering,3.77,4,Part-time
STU00786,Science,3.77,4,Full-time
STU01368,Business,3.77,4,Full-time
STU02003,Arts,3.77,3,Full-time
STU02013,Engineering,3.77,4,Full-time
STU02084,Business,3.77,3,Full-time
STU02108,Business,3.77,2,Full-time
STU02192,Business,3.77,3,Full-time
STU02252,Business,3.77,3,Full-time
STU02321,Engineering,3.77,4,Full-time
STU02473,Engineering,3.77,4,Part-time
STU02572,Business,3.77,4,Full-time
STU02624,Business,3.77,2,Full-time
STU02802,Science,3.77,4,Full-time
STU03007,Arts,3.77,3,Full-time
STU03337,Engineering,3.77,2,Full-time
STU03353,Engineering,3.77,4,Full-time
STU03642,Science,3.77,4,Part-time
STU03752,Business,3.77,4,Full-time
STU04294,Science,3.77,4,Full-time
STU04471,Arts,3.77,4,Full-time
STU04603,Arts,3.77,4,Part-time
STU04803,Arts,3.77,3,Full-time
STU04817,Engineering,3.77,3,Full-time
STU04937,Engineering,3.77,2,Full-time
STU00368,Business,3.76,2,Full-time
STU00402,Science,3.76,2,Full-time
STU00409,Engineering,3.76,1,Full-time
STU00569,Engineering,3.76,2,Full-time
STU02233,Engineering,3.76,4,Full-time
STU02357,Engineering,3.76,1,Full-time
STU03741,Engineering,3.76,3,Full-time
STU03772,Business,3.76,2,Full-time
STU03976,Business,3.76,4,Full-time
STU04338,Science,3.76,2,Full-time
STU04788,Business,3.76,2,Full-time
STU00193,Engineering,3.75,1,Full-time
STU00204,Business,3.75,1,Full-time
STU00486,Science,3.75,3,Full-time
STU00746,Science,3.75,1,Full-time
STU00854,Science,3.75,1,Full-time
STU00948,Business,3.75,2,Part-time
STU01357,Engineering,3.75,2,Full-time
STU01518,Science,3.75,4,Full-time
STU01560,Business,3.75,3,Full-time
STU01782,Science,3.75,2,Part-time
STU02018,Science,3.75,3,Full-time
STU02426,Science,3.75,4,Full-time
STU02721,Engineering,3.75,4,Full-time
STU02926,Science,3.75,3,Full-time
STU03289,Engineering,3.75,3,Full-time
STU03395,Arts,3.75,4,Full-time
STU03780,Business,3.75,3,Full-time
STU04124,Business,3.75,3,Full-time
STU00054,Science,3.74,2,Full-time
STU00122,Science,3.74,4,Full-time
STU00192,Business,3.74,1,Part-time
STU00198,Science,3.74,1,Full-time
STU00406,Science,3.74,4,Part-time
STU00595,Arts,3.74,1,Full-time
STU00632,Business,3.74,2,Full-time
STU00672,Business,3.74,2,Full-time
STU00898,Science,3.74,2,Full-time
STU00923,Arts,3.74,1,Full-time
STU01231,Arts,3.74,2,Full-time
STU01312,Business,3.74,2,Full-time
STU01600,Business,3.74,1,Full-time
STU01786,Science,3.74,4,Full-time
STU02871,Arts,3.74,3,Full-time
STU03147,Arts,3.74,4,Part-time
STU03260,Business,3.74,3,Full-time
STU03392,Business,3.74,2,Full-time
STU03505,Engineering,3.74,1,Full-time
STU03751,Arts,3.74,1,Full-time
STU03942,Science,3.74,2,Full-time
STU04018,Science,3.74,2,Full-time
STU04223,Arts,3.74,3,Full-time
STU04518,Science,3.74,1,Full-time
STU04566,Science,3.74,4,Full-time
STU04606,Science,3.74,1,Full-time
STU04972,Business,3.74,2,Full-time
STU04996,Business,3.74,1,Part-time
STU00119,Arts,3.73,2,Part-time
STU00229,Engineering,3.73,4,Part-time
STU00281,Engineering,3.73,4,Full-time
STU00474,Science,3.73,4,Part-time
STU00490,Science,3.73,2,Full-time
STU00646,Science,3.73,1,Full-time
STU00759,Arts,3.73,1,Full-time
STU00906,Science,3.73,3,Full-time
STU01773,Engineering,3.73,2,Full-time
STU02114,Science,3.73,2,Full-time
STU02136,Business,3.73,1,Full-time
STU02237,Engineering,3.73,4,Full-time
STU02263,Arts,3.73,3,Part-time
STU02395,Arts,3.73,4,Full-time
STU02510,Science,3.73,4,Full-time
STU02622,Science,3.73,1,Full-time
STU02675,Arts,3.73,4,Full-time
STU02758,Science,3.73,2,Full-time
STU02873,Engineering,3.73,1,Full-time
STU03226,Science,3.73,1,Full-time
STU03335,Arts,3.73,2,Full-time
STU04109,Engineering,3.73,2,Full-time
STU04523,Arts,3.73,2,Part-time
STU00089,Engineering,3.72,3,Full-time
STU00199,Arts,3.72,2,Full-time
STU00428,Business,3.72,2,Part-time
STU01121,Engineering,3.72,3,Part-time
STU01736,Business,3.72,4,Full-time
STU01849,Engineering,3.72,3,Full-time
STU01917,Engineering,3.72,3,Full-time
STU02430,Science,3.72,1,Part-time
STU02582,Science,3.72,3,Full-time
STU03341,Engineering,3.72,1,Part-time
STU03393,Engineering,3.72,3,Full-time
STU03498,Science,3.72,3,Full-time
STU03575,Arts,3.72,4,Full-time
STU03885,Engineering,3.72,1,Full-time
STU04017,Engineering,3.72,4,Full-time
STU04059,Arts,3.72,4,Full-time
STU04554,Science,3.72,1,Full-time
STU04676,Business,3.72,4,Full-time
STU04819,Arts,3.72,1,Full-time
STU04860,Business,3.72,3,Full-time
STU01045,Engineering,3.71,4,Full-time
STU01103,Arts,3.71,2,Part-time
STU01554,Science,3.71,2,Full-time
STU02120,Business,3.71,4,Full-time
STU02512,Business,3.71,3,Full-time
STU03082,Science,3.71,2,Part-time
STU03284,Business,3.71,3,Full-time
STU03494,Science,3.71,1,Full-time
STU03706,Science,3.71,3,Part-time
STU03750,Science,3.71,3,Part-time
STU04262,Science,3.71,2,Full-time
STU04886,Science,3.71,2,Full-time
STU04911,Arts,3.71,3,Full-time
STU01084,Business,3.7,4,Full-time
STU01146,Science,3.7,3,Full-time
STU01158,Science,3.7,3,Full-time
STU01473,Engineering,3.7,3,Full-time
STU01611,Arts,3.7,2,Part-time
STU02075,Arts,3.7,4,Full-time
STU02129,Engineering,3.7,3,Full-time
STU02255,Arts,3.7,3,Full-time
STU02462,Science,3.7,2,Full-time
STU02662,Science,3.7,1,Full-time
STU03178,Science,3.7,1,Full-time
STU03386,Science,3.7,2,Full-time
STU03493,Engineering,3.7,1,Full-time
STU03878,Science,3.7,2,Full-time
STU04385,Engineering,3.7,2,Full-time
STU04470,Science,3.7,4,Full-time
STU04563,Arts,3.7,2,Full-time
STU04672,Business,3.7,4,Part-time
STU04696,Business,3.7,1,Full-time
STU04924,Business,3.7,1,Full-time
STU00184,Business,3.69,4,Full-time
STU00265,Engineering,3.69,4,Full-time
STU00384,Business,3.69,1,Part-time
STU00555,Arts,3.69,4,Full-time
STU00736,Business,3.69,2,Full-time
STU00768,Business,3.69,4,Full-time
STU01051,Arts,3.69,3,Part-time
STU01118,Science,3.69,2,Full-time
STU01672,Business,3.69,1,Part-time
STU01912,Business,3.69,2,Full-time
STU02074,Science,3.69,2,Full-time
STU02312,Business,3.69,1,Full-time
STU02482,Science,3.69,3,Full-time
STU02896,Business,3.69,1,Full-time
STU03116,Business,3.69,2,Full-time
STU03198,Science,3.69,3,Full-time
STU03292,Business,3.69,1,Full-time
STU03624,Business,3.69,3,Full-time
STU04314,Science,3.69,2,Full-time
STU04441,Engineering,3.69,1,Full-time
STU04618,Science,3.69,1,Full-time
STU04787,Arts,3.69,3,Full-time
STU00116,Business,3.68,2,Full-time
STU00615,Arts,3.68,2,Full-time
STU00796,Business,3.68,3,Full-time
STU00949,Engineering,3.68,1,Full-time
STU01003,Arts,3.68,4,Full-time
STU01049,Engineering,3.68,3,Full-time
STU01061,Engineering,3.68,2,Full-time
STU01159,Arts,3.68,2,Full-time
STU01196,Business,3.68,1,Full-time
STU01306,Science,3.68,2,Full-time
STU01323,Arts,3.68,2,Full-time
STU01356,Business,3.68,3,Full-time
STU01376,Business,3.68,4,Full-time
STU01469,Engineering,3.68,1,Full-time
STU01882,Science,3.68,3,Full-time
STU01979,Arts,3.68,1,Full-time
STU02076,Business,3.68,2,Full-time
STU02187,Arts,3.68,1,Full-time
STU02219,Arts,3.68,1,Full-time
STU02354,Science,3.68,4,Full-time
STU03000,Business,3.68,1,Full-time
STU03249,Engineering,3.68,4,Full-time
STU03628,Business,3.68,4,Full-time
STU03990,Science,3.68,4,Full-time
STU04175,Arts,3.68,3,Full-time
STU04192,Business,3.68,1,Full-time
STU04287,Arts,3.68,4,Part-time
STU04649,Engineering,3.68,2,Full-time
STU00008,Business,3.67,4,Full-time
STU00273,Engineering,3.67,2,Full-time
STU00468,Business,3.67,4,Full-time
STU00514,Science,3.67,4,Full-time
STU00815,Arts,3.67,1,Full-time
STU00921,Engineering,3.67,3,Full-time
STU01150,Science,3.67,3,Full-time
STU01241,Engineering,3.67,1,Full-time
STU01343,Arts,3.67,4,Full-time
STU01351,Arts,3.67,4,Part-time
STU01410,Science,3.67,4,Part-time
STU01430,Science,3.67,1,Part-time
STU01445,Engineering,3.67,1,Full-time
STU01453,Engineering,3.67,4,Full-time
STU01673,Engineering,3.67,2,Full-time
STU02476,Business,3.67,4,Full-time
STU02861,Engineering,3.67,2,Part-time
STU03076,Business,3.67,3,Part-time
STU03956,Business,3.67,4,Full-time
STU04041,Engineering,3.67,2,Full-time
STU04455,Arts,3.67,4,Full-time
STU04756,Business,3.67,1,Full-time
STU00081,Engineering,3.66,1,Full-time
STU00530,Science,3.66,4,Full-time
STU00575,Arts,3.66,3,Full-time
STU00680,Business,3.66,1,Full-time
STU01027,Arts,3.66,1,Full-time
STU01123,Arts,3.66,4,Full-time
STU01237,Engineering,3.66,1,Full-time
STU01500,Business,3.66,2,Part-time
STU01574,Science,3.66,4,Full-time
STU01686,Science,3.66,4,Full-time
STU02198,Science,3.66,2,Full-time
STU02488,Business,3.66,1,Full-time
STU02498,Science,3.66,2,Part-time
STU02990,Science,3.66,1,Full-time
STU02996,Business,3.66,3,Full-time
STU03429,Engineering,3.66,3,Full-time
STU03497,Engineering,3.66,3,Part-time
STU03545,Engineering,3.66,2,Full-time
STU03570,Science,3.66,4,Full-time
STU04065,Engineering,3.66,4,Full-time
STU00128,Business,3.65,2,Full-time
STU00397,Engineering,3.65,3,Full-time
STU00869,Engineering,3.65,2,Full-time
STU01272,Business,3.65,3,Full-time
STU01853,Engineering,3.65,1,Part-time
STU02045,Engineering,3.65,3,Full-time
STU02140,Business,3.65,4,Full-time
STU02208,Business,3.65,1,Full-time
STU02958,Science,3.65,4,Full-time
STU03204,Business,3.65,3,Part-time
STU03207,Arts,3.65,3,Full-time
STU03407,Arts,3.65,1,Full-time
STU03584,Business,3.65,4,Full-time
STU04521,Engineering,3.65,3,Full-time
STU04570,Science,3.65,1,Full-time
STU04620,Business,3.65,1,Full-time
STU04634,Science,3.65,4,Full-time
STU04643,Arts,3.65,1,Full-time
STU04755,Arts,3.65,4,Full-time
STU04810,Science,3.65,3,Full-time
STU00337,Engineering,3.64,4,Full-time
STU00352,Business,3.64,4,Full-time
STU00892,Business,3.64,1,Full-time
STU01373,Engineering,3.64,4,Full-time
STU02107,Arts,3.64,4,Full-time
