student_id,college,gpa,year_of_study,enrollment_status
STU02679,Arts,1.78,2,Full-time
STU02071,Arts,3.39,2,Full-time
STU03123,Arts,1.66,2,Full-time
STU00143,Arts,2.74,2,Full-time
STU01663,Arts,3.8,2,Full-time
STU01863,Arts,1.94,2,Full-time
STU03991,Arts,1.71,2,Part-time
STU02415,Arts,2.76,2,Full-time
STU03547,Arts,1.71,2,Full-time
STU04807,Arts,1.69,2,Full-time
STU03111,Arts,3.09,2,Full-time
STU01463,Arts,1.77,2,Full-time
STU04379,Arts,1.86,2,Full-time
STU01319,Arts,1.7,2,Full-time
STU02907,Arts,3.93,2,Full-time
STU04207,Arts,2.96,2,Part-time
STU01971,Arts,1.56,2,Full-time
STU01227,Arts,2.49,2,Full-time
STU00359,Arts,3.85,2,Full-time
STU00111,Arts,2.22,2,Full-time
STU03247,Arts,2.75,2,Part-time
STU00871,Arts,2.43,2,Full-time
STU00775,Arts,3.49,2,Full-time
STU04671,Arts,2.41,2,Full-time
STU04591,Arts,2.94,2,Full-time
STU01803,Arts,2.38,2,Full-time
STU00887,Arts,3.13,2,Part-time
STU01223,Arts,2.58,2,Full-time
STU03063,Arts,3.0,2,Full-time
STU03987,Arts,1.74,2,Full-time
STU01739,Arts,2.42,2,Full-time
STU03303,Arts,2.9,2,Full-time
STU01063,Arts,3.42,2,Full-time
STU03311,Arts,3.31,2,Full-time
STU03795,Arts,1.58,2,Full-time
STU02651,Arts,2.02,2,Part-time
STU04507,Arts,3.34,2,Full-time
STU00463,Arts,3.37,2,Full-time
STU02231,Arts,3.36,2,Full-time
STU02495,Arts,2.78,2,Full-time
STU04655,Arts,2.46,2,Full-time
STU00639,Arts,2.17,2,Full-time
STU04695,Arts,2.6,2,Full-time
STU04943,Arts,3.62,2,Part-time
STU00727,Arts,1.85,2,Full-time
STU04635,Arts,1.84,2,Full-time
STU01283,Arts,2.9,2,Full-time
STU01543,Arts,2.92,2,Part-time
STU00207,Arts,1.75,2,Full-time
STU01191,Arts,1.67,2,Full-time
STU01523,Arts,2.38,2,Full-time
STU00131,Arts,2.54,2,Full-time
STU02831,Arts,2.7,2,Full-time
STU01199,Arts,3.37,2,Full-time
STU04443,Arts,2.06,2,Full-time
STU04403,Arts,2.11,2,Full-time
STU04839,Arts,1.6,2,Full-time
STU00079,Arts,2.4,2,Part-time
STU03539,Arts,3.18,2,Part-time
STU01835,Arts,3.53,2,Full-time
STU03579,Arts,3.35,2,Full-time
STU01031,Arts,1.59,2,Part-time
STU03735,Arts,2.12,2,Full-time
STU04087,Arts,1.83,2,Full-time
STU01859,Arts,3.6,2,Part-time
STU02847,Arts,3.47,2,Full-time
STU00215,Arts,3.28,2,Full-time
STU00303,Arts,2.85,2,Part-time
STU02787,Arts,3.9,2,Full-time
STU01763,Arts,1.75,2,Full-time
STU01183,Arts,3.08,2,Full-time
STU01615,Arts,2.33,2,Full-time
STU02183,Arts,1.58,2,Full-time
STU03943,Arts,1.71,2,Full-time
STU04251,Arts,2.44,2,Full-time
STU01795,Arts,1.6,2,Part-time
STU03435,Arts,3.27,2,Full-time
STU04963,Arts,2.23,2,Part-time
STU03747,Arts,3.16,2,Full-time
STU00447,Arts,3.97,2,Full-time
STU04195,Arts,3.05,2,Full-time
STU02579,Arts,2.39,2,Full-time
STU02295,Arts,1.51,2,Full-time
STU03463,Arts,3.09,2,Full-time
STU03559,Arts,1.71,2,Full-time
STU02195,Arts,1.78,2,Full-time
STU02655,Arts,3.42,3,Full-time
STU00551,Arts,2.8,3,Full-time
STU02511,Arts,1.66,3,Part-time
STU01215,Arts,3.23,3,Part-time
STU01475,Arts,2.32,3,Full-time
STU04147,Arts,1.76,3,Full-time
STU00479,Arts,3.92,3,Full-time
STU00159,Arts,2.09,3,Full-time
STU00971,Arts,3.16,3,Full-time
STU01295,Arts,3.5,3,Full-time
STU03071,Arts,3.27,3,Full-time
STU02947,Arts,2.78,3,Full-time
STU02707,Arts,1.8,3,Full-time
STU00955,Arts,2.55,3,Part-time
STU02263,Arts,3.73,3,Part-time
STU03291,Arts,1.67,3,Full-time
STU02479,Arts,1.81,3,Part-time
STU02563,Arts,1.63,3,Full-time
STU02719,Arts,3.62,3,Full-time
STU00707,Arts,2.31,3,Full-time
STU00043,Arts,1.59,3,Full-time
STU02427,Arts,1.79,3,Full-time
STU02119,Arts,1.71,3,Full-time
STU04439,Arts,3.98,3,Full-time
STU04767,Arts,3.64,3,Full-time
STU04211,Arts,1.76,3,Part-time
STU01831,Arts,3.95,3,Full-time
STU03771,Arts,2.87,3,Full-time
STU01163,Arts,2.34,3,Full-time
STU04823,Arts,2.44,3,Full-time
STU04891,Arts,2.29,3,Full-time
STU02111,Arts,1.85,3,Full-time
STU00911,Arts,2.98,3,Full-time
STU03783,Arts,1.53,3,Part-time
STU04475,Arts,3.17,3,Full-time
STU04391,Arts,1.96,3,Full-time
STU01759,Arts,1.77,3,Full-time
STU00023,Arts,2.23,3,Full-time
STU04315,Arts,3.93,3,Full-time
STU01731,Arts,2.27,3,Full-time
STU03403,Arts,4.0,3,Full-time
STU01659,Arts,2.49,3,Full-time
STU01355,Arts,2.72,3,Full-time
STU01207,Arts,3.21,3,Full-time
STU00755,Arts,1.85,3,Full-time
STU00747,Arts,2.46,3,Full-time
STU00331,Arts,2.39,3,Full-time
STU02755,Arts,3.79,3,Part-time
STU04863,Arts,1.67,3,Full-time
STU02811,Arts,2.12,3,Part-time
STU00475,Arts,2.82,3,Full-time
STU01143,Arts,3.2,3,Full-time
STU03115,Arts,2.0,3,Full-time
STU01711,Arts,1.88,3,Part-time
STU01407,Arts,3.61,3,Full-time
STU01799,Arts,1.68,3,Part-time
STU04867,Arts,2.39,3,Full-time
STU00087,Arts,3.32,3,Full-time
STU04795,Arts,2.25,3,Full-time
STU02023,Arts,3.84,3,Part-time
STU03971,Arts,3.93,3,Full-time
STU02667,Arts,1.84,3,Full-time
STU03523,Arts,2.17,3,Part-time
STU03507,Arts,3.93,3,Full-time
STU03179,Arts,3.54,3,Full-time
STU02403,Arts,2.52,3,Full-time
STU01483,Arts,2.86,3,Full-time
STU02375,Arts,3.18,3,Full-time
STU01155,Arts,3.05,3,Full-time
STU02291,Arts,3.03,3,Full-time
STU04699,Arts,1.85,3,Full-time
STU04627,Arts,2.33,3,Full-time
STU03207,Arts,3.65,3,Full-time
STU01767,Arts,3.34,3,Full-time
STU02255,Arts,3.7,3,Full-time
STU03255,Arts,2.34,3,Full-time
STU03711,Arts,1.53,3,Full-time
STU03563,Arts,1.64,3,Part-time
STU00939,Arts,1.79,3,Full-time
STU01715,Arts,1.65,3,Full-time
STU00063,Arts,3.57,3,Full-time
STU02915,Arts,2.06,3,Part-time
STU00519,Arts,3.97,3,Full-time
STU00435,Arts,1.71,3,Full-time
STU00711,Arts,3.4,4,Full-time
STU02747,Arts,2.95,4,Full-time
STU04711,Arts,2.55,4,Full-time
STU00663,Arts,3.01,4,Full-time
STU03143,Arts,2.96,4,Full-time
STU00151,Arts,3.77,4,Full-time
STU00719,Arts,1.81,4,Full-time
STU02971,Arts,2.45,4,Full-time
STU01299,Arts,3.09,4,Full-time
STU03327,Arts,3.51,4,Full-time
STU03719,Arts,2.61,4,Full-time
STU00491,Arts,2.64,4,Full-time
STU02075,Arts,3.7,4,Full-time
STU03595,Arts,2.72,4,Full-time
STU00935,Arts,1.93,4,Part-time
STU03755,Arts,2.18,4,Full-time
STU00095,Arts,3.43,4,Full-time
STU03843,Arts,2.69,4,Full-time
STU04039,Arts,3.15,4,Full-time
STU01279,Arts,1.86,4,Full-time
STU04595,Arts,2.57,4,Full-time
STU01423,Arts,1.6,4,Full-time
STU02051,Arts,2.65,4,Full-time
STU04639,Arts,3.38,4,Full-time
STU01267,Arts,2.48,4,Full-time
STU04991,Arts,3.94,4,Full-time
STU02499,Arts,3.95,4,Full-time
STU02619,Arts,3.61,4,Full-time
STU01995,Arts,3.38,4,Full-time
STU00979,Arts,2.74,4,Full-time
STU01647,Arts,1.82,4,Full-time
STU03159,Arts,3.56,4,Full-time
STU02723,Arts,3.45,4,Part-time
STU04035,Arts,1.89,4,Full-time
STU03151,Arts,3.08,4,Part-time
STU02895,Arts,1.88,4,Full-time
STU03911,Arts,1.6,4,Full-time
STU02559,Arts,1.69,4,Full-time
STU03391,Arts,2.31,4,Part-time
STU02083,Arts,2.66,4,Full-time
STU02867,Arts,2.79,4,Full-time
STU04363,Arts,3.41,4,Full-time
STU02731,Arts,3.37,4,Full-time
STU02383,Arts,3.79,4,Full-time
STU00411,Arts,2.3,4,Part-time
STU00343,Arts,1.93,4,Full-time
STU00363,Arts,2.65,4,Full-time
STU02763,Arts,3.08,4,Full-time
STU02571,Arts,2.51,4,Part-time
STU02883,Arts,2.02,4,Full-time
STU04071,Arts,2.31,4,Full-time
STU04355,Arts,2.85,4,Full-time
STU01591,Arts,3.23,4,Full-time
STU03495,Arts,3.15,4,Part-time
STU02975,Arts,2.46,4,Full-time
STU03107,Arts,3.31,4,Full-time
STU04763,Arts,3.39,4,Full-time
STU00103,Arts,2.29,4,Full-time
STU01535,Arts,2.53,4,Full-time
STU01127,Arts,1.72,4,Full-time
STU01039,Arts,1.66,4,Full-time
STU01343,Arts,3.67,4,Full-time
STU00379,Arts,3.54,4,Full-time
STU03307,Arts,2.43,4,Full-time
STU02615,Arts,2.29,4,Full-time
STU01247,Arts,1.83,4,Full-time
STU00287,Arts,2.66,4,Full-time
STU04811,Arts,1.92,4,Full-time
STU01511,Arts,3.53,4,Full-time
STU00227,Arts,3.93,4,Full-time
STU00167,Arts,2.3,4,Full-time
STU03467,Arts,2.64,4,Full-time
STU01175,Arts,3.09,4,Full-time
STU01935,Arts,3.19,4,Full-time
STU00555,Arts,3.69,4,Full-time
STU00243,Arts,3.79,4,Full-time
STU04779,Arts,2.1,4,Full-time
STU02829,Engineering,2.57,1,Full-time
STU03585,Engineering,2.52,1,Full-time
STU01149,Engineering,3.63,1,Full-time
STU02661,Engineering,2.68,1,Full-time
STU00081,Engineering,3.66,1,Full-time
STU01349,Engineering,3.97,1,Full-time
STU03161,Engineering,2.61,1,Full-time
STU02729,Engineering,2.12,1,Full-time
STU00153,Engineering,1.86,1,Full-time
STU02381,Engineering,3.56,1,Full-time
STU04877,Engineering,3.0,1,Full-time
STU01385,Engineering,3.14,1,Full-time
STU01549,Engineering,1.61,1,Part-time
STU01701,Engineering,3.91,1,Part-time
STU00665,Engineering,1.75,1,Full-time
STU03697,Engineering,3.9,1,Full-time
STU04865,Engineering,2.28,1,Full-time
STU00513,Engineering,3.83,1,Full-time
STU04581,Engineering,3.84,1,Full-time
STU02621,Engineering,3.47,1,Full-time
STU04117,Engineering,3.79,1,Full-time
STU00705,Engineering,1.66,1,Full-time
STU01101,Engineering,1.64,1,Full-time
STU00709,Engineering,2.14,1,Full-time
STU04773,Engineering,2.09,1,Part-time
STU03997,Engineering,2.34,1,Full-time
STU03085,Engineering,3.25,1,Full-time
STU03857,Engineering,2.39,1,Full-time
STU00277,Engineering,3.5,1,Full-time
STU04777,Engineering,1.5,1,Full-time
STU01949,Engineering,2.32,1,Full-time
STU03677,Engineering,1.93,1,Full-time
STU00365,Engineering,3.85,1,Full-time
STU01465,Engineering,4.0,1,Full-time
STU00117,Engineering,3.51,1,Full-time
STU01317,Engineering,2.82,1,Full-time
STU01865,Engineering,3.96,1,Full-time
STU01485,Engineering,2.31,1,Full-time
STU01537,Engineering,1.95,1,Full-time
STU01285,Engineering,2.32,1,Full-time
STU02005,Engineering,2.18,1,Full-time
STU02133,Engineering,2.9,1,Full-time
STU03853,Engineering,3.03,1,Full-time
STU01085,Engineering,3.86,1,Full-time
STU03449,Engineering,2.98,1,Full-time
STU03569,Engineering,3.44,1,Full-time
STU01621,Engineering,2.66,1,Part-time
STU03201,Engineering,2.88,1,Full-time
STU03101,Engineering,1.73,1,Full-time
STU02113,Engineering,1.96,1,Part-time
STU01569,Engineering,3.06,1,Full-time
STU04941,Engineering,2.35,1,Full-time
STU03149,Engineering,3.47,1,Part-time
STU04737,Engineering,2.78,1,Full-time
STU03369,Engineering,1.98,1,Full-time
STU04925,Engineering,1.62,1,Full-time
STU00369,Engineering,1.99,1,Full-time
STU03709,Engineering,2.2,1,Full-time
STU00093,Engineering,3.4,1,Full-time
STU03137,Engineering,3.36,1,Full-time
STU04729,Engineering,3.36,1,Full-time
STU04501,Engineering,3.0,1,Full-time
STU00441,Engineering,1.71,1,Full-time
STU00329,Engineering,2.55,1,Full-time
STU04761,Engineering,2.71,1,Part-time
STU01037,Engineering,2.35,1,Full-time
STU01909,Engineering,2.32,1,Full-time
STU04141,Engineering,2.36,1,Part-time
STU02873,Engineering,3.73,1,Full-time
STU03733,Engineering,2.62,1,Full-time
STU04809,Engineering,2.12,1,Full-time
STU02125,Engineering,3.96,1,Full-time
STU02725,Engineering,2.5,1,Full-time
STU03705,Engineering,3.87,1,Part-time
STU01345,Engineering,3.36,1,Full-time
STU01185,Engineering,1.76,1,Full-time
STU01753,Engineering,1.53,1,Full-time
STU02753,Engineering,2.15,1,Full-time
STU02573,Engineering,2.3,1,Full-time
STU01961,Engineering,1.8,2,Full-time
STU01673,Engineering,3.67,2,Full-time
STU02057,Engineering,2.66,2,Full-time
STU00177,Engineering,3.23,2,Full-time
STU02781,Engineering,1.62,2,Full-time
STU01897,Engineering,3.04,2,Full-time
STU03313,Engineering,3.27,2,Full-time
STU02969,Engineering,3.87,2,Full-time
STU04041,Engineering,3.67,2,Full-time
STU02121,Engineering,3.51,2,Full-time
STU02709,Engineering,1.54,2,Full-time
STU02441,Engineering,2.88,2,Part-time
STU03397,Engineering,3.56,2,Full-time
STU01829,Engineering,3.5,2,Full-time
STU02849,Engineering,2.91,2,Full-time
STU04669,Engineering,3.18,2,Full-time
STU04621,Engineering,3.64,2,Full-time
STU01761,Engineering,2.64,2,Full-time
STU00485,Engineering,2.96,2,Full-time
STU00073,Engineering,1.51,2,Full-time
STU04821,Engineering,2.21,2,Full-time
STU04197,Engineering,1.56,2,Full-time
STU00801,Engineering,3.27,2,Full-time
STU01329,Engineering,3.15,2,Full-time
STU01449,Engineering,3.86,2,Full-time
STU02373,Engineering,3.23,2,Full-time
STU03169,Engineering,3.41,2,Full-time
STU01261,Engineering,2.17,2,Full-time
STU01009,Engineering,2.12,2,Part-time
STU04937,Engineering,3.77,2,Full-time
STU01413,Engineering,2.17,2,Part-time
STU03097,Engineering,3.94,2,Full-time
STU03789,Engineering,1.8,2,Full-time
STU02649,Engineering,2.58,2,Part-time
STU04649,Engineering,3.68,2,Full-time
STU02549,Engineering,2.52,2,Full-time
STU00881,Engineering,2.08,2,Full-time
STU00613,Engineering,3.07,2,Part-time
STU01601,Engineering,1.98,2,Full-time
STU02453,Engineering,2.89,2,Full-time
STU02669,Engineering,3.35,2,Full-time
STU00769,Engineering,2.36,2,Full-time
STU04709,Engineering,3.55,2,Full-time
STU03937,Engineering,2.54,2,Full-time
STU00793,Engineering,2.76,2,Full-time
STU04685,Engineering,3.44,2,Full-time
STU02545,Engineering,1.72,2,Full-time
STU04537,Engineering,2.57,2,Full-time
STU00905,Engineering,2.55,2,Full-time
STU00301,Engineering,1.63,2,Full-time
STU01205,Engineering,2.72,2,Full-time
STU01677,Engineering,1.7,2,Full-time
STU00113,Engineering,3.82,2,Part-time
STU01193,Engineering,2.36,2,Full-time
STU01225,Engineering,2.55,2,Part-time
STU04497,Engineering,2.72,2,Part-time
STU04429,Engineering,1.95,2,Full-time
STU03753,Engineering,2.28,2,Part-time
STU00057,Engineering,1.72,2,Full-time
STU01777,Engineering,3.22,2,Full-time
STU01637,Engineering,2.5,2,Full-time
STU03525,Engineering,1.92,2,Full-time
STU00957,Engineering,2.8,2,Full-time
STU01477,Engineering,3.52,2,Full-time
STU03989,Engineering,2.34,2,Full-time
STU01165,Engineering,1.9,2,Full-time
STU02789,Engineering,3.88,2,Full-time
STU00321,Engineering,2.87,2,Full-time
STU00461,Engineering,1.79,2,Part-time
STU02189,Engineering,3.47,2,Full-time
STU03961,Engineering,2.93,2,Full-time
STU04265,Engineering,3.15,2,Full-time
STU03357,Engineering,3.24,2,Full-time
STU03653,Engineering,3.57,2,Full-time
STU03409,Engineering,2.1,2,Full-time
STU04953,Engineering,2.5,2,Full-time
STU01725,Engineering,3.23,2,Part-time
STU01353,Engineering,2.6,2,Full-time
STU03177,Engineering,3.16,2,Part-time
STU03769,Engineering,1.91,2,Part-time
STU00597,Engineering,3.17,2,Full-time
STU03281,Engineering,2.63,2,Part-time
STU02841,Engineering,2.48,2,Full-time
STU04785,Engineering,2.54,2,Full-time
STU03325,Engineering,3.45,2,Full-time
STU04109,Engineering,3.73,2,Full-time
STU02089,Engineering,3.56,2,Full-time
STU02701,Engineering,2.8,3,Full-time
STU04373,Engineering,1.63,3,Full-time
STU04165,Engineering,3.02,3,Full-time
STU00169,Engineering,1.6,3,Part-time
STU01305,Engineering,3.27,3,Full-time
STU03869,Engineering,3.15,3,Full-time
STU01517,Engineering,3.12,3,Full-time
STU01857,Engineering,3.39,3,Full-time
STU00097,Engineering,2.81,3,Full-time
STU02897,Engineering,2.85,3,Full-time
STU01649,Engineering,3.46,3,Full-time
STU03221,Engineering,2.79,3,Full-time
STU03041,Engineering,1.95,3,Full-time
STU02585,Engineering,2.96,3,Full-time
STU01029,Engineering,2.3,3,Full-time
STU01081,Engineering,3.47,3,Full-time
STU02509,Engineering,3.62,3,Full-time
STU01849,Engineering,3.72,3,Full-time
STU01113,Engineering,2.06,3,Part-time
STU02389,Engineering,3.26,3,Full-time
STU02601,Engineering,3.07,3,Part-time
STU01805,Engineering,2.37,3,Full-time
STU04029,Engineering,3.34,3,Full-time
STU00901,Engineering,2.02,3,Full-time
STU00797,Engineering,3.83,3,Full-time
STU02877,Engineering,2.74,3,Full-time
STU04569,Engineering,1.85,3,Part-time
STU01953,Engineering,3.0,3,Full-time
STU03725,Engineering,2.43,3,Full-time
STU04533,Engineering,2.12,3,Full-time
STU00425,Engineering,1.64,3,Part-time
STU04657,Engineering,3.59,3,Full-time
STU00669,Engineering,1.97,3,Full-time
STU00521,Engineering,2.99,3,Full-time
STU00889,Engineering,1.75,3,Full-time
STU00125,Engineering,2.07,3,Full-time
STU01885,Engineering,1.9,3,Full-time
STU03213,Engineering,1.95,3,Part-time
STU01873,Engineering,2.76,3,Full-time
STU01505,Engineering,2.45,3,Full-time
STU01297,Engineering,1.92,3,Full-time
STU01389,Engineering,3.92,3,Full-time
STU01977,Engineering,2.15,3,Part-time
STU01301,Engineering,1.58,3,Full-time
STU02245,Engineering,3.64,3,Full-time
STU03285,Engineering,2.67,3,Full-time
STU03429,Engineering,3.66,3,Full-time
STU04753,Engineering,3.19,3,Full-time
STU03089,Engineering,2.96,3,Full-time
STU02977,Engineering,3.6,3,Full-time
STU02465,Engineering,3.05,3,Full-time
STU03077,Engineering,3.87,3,Part-time
STU01401,Engineering,1.92,3,Full-time
STU04037,Engineering,3.94,3,Part-time
STU04613,Engineering,2.72,3,Full-time
STU01273,Engineering,3.45,3,Full-time
STU03765,Engineering,2.73,3,Full-time
STU00533,Engineering,3.99,3,Full-time
STU03393,Engineering,3.72,3,Full-time
STU01073,Engineering,1.61,3,Full-time
STU00121,Engineering,3.52,3,Part-time
STU03037,Engineering,2.58,3,Full-time
STU02889,Engineering,3.53,3,Part-time
STU02501,Engineering,3.57,3,Full-time
STU00649,Engineering,3.47,3,Full-time
STU00477,Engineering,1.68,3,Part-time
STU04161,Engineering,2.79,3,Part-time
STU01025,Engineering,3.86,3,Full-time
STU03437,Engineering,2.07,3,Part-time
STU04677,Engineering,1.62,3,Full-time
STU02181,Engineering,2.26,3,Full-time
STU03917,Engineering,3.32,3,Part-time
STU04413,Engineering,3.18,3,Full-time
STU03329,Engineering,1.85,3,Part-time
STU02685,Engineering,2.34,3,Full-time
STU03673,Engineering,3.31,3,Part-time
STU01309,Engineering,2.35,3,Full-time
STU01145,Engineering,2.17,3,Full-time
STU04957,Engineering,2.39,3,Full-time
STU00309,Engineering,3.49,4,Full-time
STU04605,Engineering,3.38,4,Full-time
STU00953,Engineering,1.94,4,Full-time
STU03353,Engineering,3.77,4,Full-time
STU00749,Engineering,3.77,4,Part-time
STU02493,Engineering,3.4,4,Full-time
STU04245,Engineering,2.53,4,Full-time
STU03065,Engineering,3.12,4,Full-time
STU04145,Engineering,3.8,4,Full-time
STU02929,Engineering,3.39,4,Full-time
STU00977,Engineering,2.99,4,Full-time
STU00145,Engineering,2.21,4,Full-time
STU04789,Engineering,2.73,4,Full-time
STU01937,Engineering,2.17,4,Full-time
STU04153,Engineering,3.28,4,Full-time
STU02033,Engineering,2.66,4,Full-time
STU01717,Engineering,1.64,4,Full-time
STU02225,Engineering,1.53,4,Full-time
STU00985,Engineering,3.32,4,Full-time
STU02993,Engineering,2.88,4,Full-time
STU01645,Engineering,1.72,4,Full-time
STU02137,Engineering,1.7,4,Part-time
STU04945,Engineering,3.48,4,Full-time
STU02981,Engineering,2.59,4,Full-time
STU00085,Engineering,2.28,4,Full-time
STU01685,Engineering,1.83,4,Full-time
STU04233,Engineering,2.4,4,Full-time
STU04049,Engineering,3.63,4,Full-time
STU03849,Engineering,3.29,4,Full-time
STU04833,Engineering,3.11,4,Part-time
STU04401,Engineering,1.81,4,Full-time
STU04465,Engineering,3.19,4,Full-time
STU00825,Engineering,2.84,4,Full-time
STU01169,Engineering,1.52,4,Full-time
STU03417,Engineering,2.28,4,Full-time
STU02741,Engineering,2.41,4,Full-time
STU02689,Engineering,2.73,4,Full-time
STU03913,Engineering,1.52,4,Full-time
STU00545,Engineering,3.05,4,Full-time
STU01781,Engineering,1.6,4,Full-time
STU00373,Engineering,1.74,4,Part-time
STU00497,Engineering,2.96,4,Full-time
STU02933,Engineering,1.7,4,Full-time
STU02681,Engineering,2.17,4,Full-time
STU01713,Engineering,3.45,4,Full-time
STU00933,Engineering,3.96,4,Full-time
STU02657,Engineering,3.56,4,Full-time
STU00529,Engineering,1.64,4,Full-time
STU01481,Engineering,3.54,4,Full-time
STU04625,Engineering,3.86,4,Full-time
STU01337,Engineering,2.0,4,Full-time
STU03469,Engineering,3.59,4,Full-time
STU03053,Engineering,2.17,4,Full-time
STU00209,Engineering,1.51,4,Full-time
STU01633,Engineering,3.16,4,Full-time
STU03657,Engineering,2.35,4,Part-time
STU00109,Engineering,2.07,4,Full-time
STU00737,Engineering,2.48,4,Full-time
STU02233,Engineering,3.76,4,Full-time
STU02673,Engineering,3.28,4,Full-time
STU04421,Engineering,1.75,4,Full-time
STU04353,Engineering,2.54,4,Part-time
STU04725,Engineering,2.05,4,Full-time
STU00049,Engineering,2.87,4,Full-time
STU00997,Engineering,3.79,4,Part-time
STU03777,Engineering,3.55,4,Full-time
STU00809,Engineering,2.63,4,Full-time
STU03389,Engineering,1.6,4,Full-time
STU01013,Engineering,3.86,4,Full-time
STU04169,Engineering,2.29,4,Full-time
STU00213,Engineering,3.13,4,Full-time
STU00289,Engineering,2.22,4,Full-time
STU03889,Engineering,3.07,4,Part-time
STU04869,Engineering,2.99,4,Full-time
STU03717,Engineering,2.35,4,Full-time
STU02641,Engineering,2.25,4,Full-time
STU01097,Engineering,2.05,4,Full-time
STU01697,Engineering,1.56,4,Full-time
STU02205,Engineering,3.35,4,Full-time
STU04129,Engineering,2.24,4,Full-time
STU01745,Engineering,2.54,4,Full-time
STU02165,Engineering,2.68,4,Full-time
STU04681,Engineering,2.18,4,Full-time
STU01257,Engineering,2.0,4,Full-time
STU04705,Engineering,2.54,4,Full-time
STU04061,Engineering,2.24,4,Full-time
STU00353,Engineering,3.15,4,Full-time
STU03485,Engineering,2.96,4,Full-time
STU02713,Engineering,2.37,4,Full-time
STU03586,Science,2.32,1,Full-time
STU01762,Science,3.61,1,Full-time
STU03970,Science,2.49,1,Part-time
STU00110,Science,1.69,1,Full-time
STU01430,Science,3.67,1,Part-time
STU03422,Science,3.06,1,Full-time
STU04790,Science,2.33,1,Full-time
STU03106,Science,2.59,1,Full-time
STU03174,Science,1.9,1,Full-time
STU01610,Science,2.85,1,Full-time
STU02866,Science,2.95,1,Full-time
STU04818,Science,3.55,1,Full-time
STU04930,Science,3.8,1,Full-time
STU02146,Science,3.55,1,Full-time
