student_id,college,gpa,year_of_study,enrollment_status
STU00194,Science,3.08,2,Full-time
STU00195,Arts,2.35,2,Part-time
STU00196,Business,2.37,3,Full-time
STU00197,Engineering,3.31,1,Full-time
STU00198,Science,3.74,1,Full-time
STU00199,Arts,3.72,2,Full-time
STU00200,Business,3.45,4,Full-time
STU00201,Engineering,3.11,3,Part-time
STU00202,Science,1.71,3,Full-time
STU00203,Arts,1.9,2,Full-time
STU00204,Business,3.75,1,Full-time
STU00205,Engineering,3.02,2,Full-time
STU00206,Science,1.52,2,Full-time
STU00207,Arts,1.75,2,Full-time
STU00208,Business,3.16,2,Full-time
STU00209,Engineering,1.51,4,Full-time
STU00210,Science,1.9,4,Full-time
STU00211,Arts,2.87,1,Full-time
STU00212,Business,3.23,2,Full-time
STU00213,Engineering,3.13,4,Full-time
STU00214,Science,2.06,1,Full-time
STU00215,Arts,3.28,2,Full-time
STU00216,Business,2.09,3,Part-time
STU00217,Engineering,2.31,4,Full-time
STU00218,Science,3.37,1,Part-time
STU00219,Arts,3.12,3,Full-time
STU00220,Business,3.62,2,Part-time
STU00221,Engineering,3.14,2,Full-time
STU00222,Science,2.92,2,Part-time
STU00223,Arts,1.73,4,Full-time
STU00224,Business,2.42,1,Full-time
STU00225,Engineering,2.16,3,Part-time
STU00226,Science,2.11,1,Full-time
STU00227,Arts,3.93,4,Full-time
STU00228,Business,2.48,1,Full-time
STU00229,Engineering,3.73,4,Part-time
STU00230,Science,3.08,2,Full-time
STU00231,Arts,3.49,3,Full-time
STU00232,Business,2.76,2,Full-time
STU00233,Engineering,2.94,1,Full-time
STU00234,Science,2.73,2,Full-time
STU00235,Arts,1.99,3,Full-time
STU00236,Business,3.31,2,Full-time
STU00237,Engineering,2.2,3,Part-time
STU00238,Science,1.56,3,Full-time
STU00239,Arts,3.11,2,Full-time
STU00240,Business,1.94,4,Full-time
STU00241,Engineering,3.85,1,Full-time
STU00242,Science,3.88,4,Full-time
STU00243,Arts,3.79,4,Full-time
STU00244,Business,2.43,2,Full-time
STU00245,Engineering,1.54,1,Full-time
STU00246,Science,3.82,1,Full-time
STU00247,Arts,2.57,4,Full-time
STU00248,Business,3.92,2,Full-time
STU00249,Engineering,3.91,1,Full-time
STU00250,Science,3.63,4,Full-time
STU00251,Arts,2.24,1,Full-time
STU00252,Business,2.46,2,Full-time
STU00253,Engineering,3.63,2,Full-time
STU00254,Science,2.29,2,Full-time
STU00255,Arts,1.92,1,Full-time
STU00256,Business,2.89,3,Full-time
STU00257,Engineering,3.84,1,Full-time
STU00258,Science,3.24,3,Part-time
STU00259,Arts,2.93,2,Part-time
STU00260,Business,1.74,4,Full-time
STU00261,Engineering,3.04,3,Full-time
STU00262,Science,3.98,2,Full-time
STU00263,Arts,1.85,2,Full-time
STU00264,Business,2.8,3,Full-time
STU00265,Engineering,3.69,4,Full-time
STU00266,Science,3.35,2,Full-time
STU00267,Arts,3.24,3,Full-time
STU00268,Business,3.26,4,Full-time
STU00269,Engineering,2.4,4,Full-time
STU00270,Science,2.23,2,Full-time
STU00271,Arts,3.52,1,Full-time
STU00272,Business,3.53,1,Full-time
STU00273,Engineering,3.67,2,Full-time
STU00274,Science,3.78,4,Full-time
STU00275,Arts,2.78,2,Full-time
STU00276,Business,2.75,3,Full-time
STU00277,Engineering,3.5,1,Full-time
STU00278,Science,3.12,3,Full-time
STU00279,Arts,3.25,2,Part-time
STU00280,Business,3.49,2,Full-time
STU00281,Engineering,3.73,4,Full-time
STU00282,Science,2.34,4,Full-time
STU00283,Arts,2.44,4,Part-time
STU00284,Business,1.73,3,Full-time
STU00285,Engineering,2.95,4,Part-time
STU00286,Science,1.59,2,Full-time
STU00287,Arts,2.66,4,Full-time
STU00288,Business,2.86,1,Part-time
STU00289,Engineering,2.22,4,Full-time
STU00290,Science,2.98,3,Full-time
STU00291,Arts,1.58,1,Full-time
STU00292,Business,1.59,1,Full-time
STU00293,Engineering,3.56,1,Full-time
STU00294,Science,2.4,3,Full-time
STU00295,Arts,1.82,2,Full-time
STU00296,Business,2.81,4,Full-time
STU00297,Engineering,3.42,1,Part-time
STU00298,Science,2.04,1,Full-time
STU00299,Arts,3.06,1,Full-time
STU00300,Business,1.71,2,Full-time
STU00301,Engineering,1.63,2,Full-time
STU00302,Science,2.83,3,Full-time
STU00303,Arts,2.85,2,Part-time
STU00304,Business,3.09,4,Full-time
STU00305,Engineering,3.32,3,Full-time
STU00306,Science,3.94,3,Full-time
STU00307,Arts,2.79,4,Full-time
STU00308,Business,2.31,4,Part-time
STU00309,Engineering,3.49,4,Full-time
STU00310,Science,2.18,3,Full-time
STU00311,Arts,2.6,3,Full-time
STU00312,Business,1.7,3,Full-time
STU00313,Engineering,1.56,4,Full-time
STU00314,Science,3.91,4,Full-time
STU00315,Arts,3.59,1,Full-time
STU00316,Business,3.24,2,Full-time
STU00317,Engineering,2.52,1,Full-time
STU00318,Science,1.93,4,Part-time
STU00319,Arts,1.89,3,Part-time
STU00320,Business,2.13,4,Full-time
STU00321,Engineering,2.87,2,Full-time
STU00322,Science,3.29,1,Full-time
STU00323,Arts,3.15,1,Full-time
STU00324,Business,2.2,3,Full-time
STU00325,Engineering,3.89,1,Full-time
STU00326,Science,3.34,1,Part-time
STU00327,Arts,2.89,4,Part-time
STU00328,Business,3.03,1,Full-time
STU00329,Engineering,2.55,1,Full-time
STU00330,Science,2.12,1,Full-time
STU00331,Arts,2.39,3,Full-time
STU00332,Business,3.39,3,Full-time
STU00333,Engineering,1.54,4,Full-time
STU00334,Science,1.79,1,Part-time
STU00335,Arts,1.62,3,Full-time
STU00336,Business,1.6,3,Full-time
STU00337,Engineering,3.64,4,Full-time
STU00338,Science,3.26,2,Full-time
STU00339,Arts,2.69,1,Full-time
STU00340,Business,1.74,3,Part-time
STU00341,Engineering,2.73,4,Full-time
STU00342,Science,2.68,4,Full-time
STU00343,Arts,1.93,4,Full-time
STU00344,Business,2.58,3,Full-time
STU00345,Engineering,2.5,1,Full-time
STU00346,Science,3.04,2,Full-time
STU00347,Arts,3.09,1,Full-time
STU00348,Business,1.61,4,Full-time
STU00349,Engineering,2.44,4,Full-time
STU00350,Science,3.06,2,Full-time
STU00351,Arts,2.76,1,Full-time
STU00352,Business,3.64,4,Full-time
STU00353,Engineering,3.15,4,Full-time
STU00354,Science,1.91,1,Full-time
STU00355,Arts,1.68,4,Full-time
STU00356,Business,3.11,1,Full-time
STU00357,Engineering,1.57,4,Full-time
STU00358,Science,2.96,1,Full-time
STU00359,Arts,3.85,2,Full-time
STU00360,Business,2.94,4,Full-time
STU00361,Engineering,2.47,2,Full-time
STU00362,Science,3.11,4,Full-time
STU00363,Arts,2.65,4,Full-time
STU00364,Business,2.86,3,Full-time
STU00365,Engineering,3.85,1,Full-time
STU00366,Science,2.47,2,Part-time
STU00367,Arts,3.9,2,Full-time
STU00368,Business,3.76,2,Full-time
STU00369,Engineering,1.99,1,Full-time
STU00370,Science,1.67,3,Full-time
STU00371,Arts,1.75,2,Full-time
STU00372,Business,1.55,1,Full-time
STU00373,Engineering,1.74,4,Part-time
STU00374,Science,3.21,2,Part-time
STU00375,Arts,1.68,2,Full-time
STU00376,Business,2.3,3,Full-time
STU00377,Engineering,3.61,2,Full-time
STU00378,Science,1.56,2,Full-time
STU00379,Arts,3.54,4,Full-time
STU00380,Business,2.2,1,Full-time
STU00381,Engineering,1.8,1,Full-time
STU00382,Science,3.24,3,Full-time
STU00383,Arts,3.07,4,Full-time
STU00384,Business,3.69,1,Part-time
STU00385,Engineering,3.34,4,Full-time
STU00386,Science,3.51,1,Full-time
STU00387,Arts,2.21,4,Full-time
STU00388,Business,1.94,3,Full-time
STU00389,Engineering,3.38,2,Full-time
STU00390,Science,3.52,3,Full-time
STU00391,Arts,3.98,1,Full-time
STU00392,Business,2.53,3,Full-time
STU00393,Engineering,2.43,2,Full-time
STU00394,Science,3.44,3,Full-time
STU00395,Arts,2.35,1,Full-time
STU00396,Business,3.83,1,Full-time
STU00397,Engineering,3.65,3,Full-time
STU00398,Science,2.57,2,Full-time
STU00399,Arts,3.38,3,Full-time
STU00400,Business,3.39,2,Part-time
STU00401,Engineering,1.76,4,Full-time
STU00402,Science,3.76,2,Full-time
STU00403,Arts,2.76,4,Full-time
STU00404,Business,3.57,3,Full-time
STU00405,Engineering,2.3,2,Full-time
STU00406,Science,3.74,4,Part-time
STU00407,Arts,2.47,4,Full-time
STU00408,Business,1.53,4,Full-time
STU00409,Engineering,3.76,1,Full-time
STU00410,Science,1.73,3,Full-time
STU00411,Arts,2.3,4,Part-time
STU00412,Business,3.88,2,Full-time
STU00413,Engineering,3.88,4,Full-time
STU00414,Science,2.93,1,Full-time
STU00415,Arts,3.08,3,Full-time
STU00416,Business,2.62,1,Full-time
STU00417,Engineering,2.23,1,Full-time
STU00418,Science,2.32,1,Full-time
STU00419,Arts,3.18,2,Full-time
STU00420,Business,3.38,3,Full-time
STU00421,Engineering,3.48,3,Full-time
STU00422,Science,3.47,2,Full-time
STU00423,Arts,1.73,3,Full-time
STU00424,Business,2.74,1,Full-time
STU00425,Engineering,1.64,3,Part-time
STU00426,Science,2.87,2,Full-time
STU00427,Arts,2.6,1,Part-time
STU00428,Business,3.72,2,Part-time
STU00429,Engineering,2.38,4,Full-time
STU00430,Science,1.79,1,Full-time
STU00431,Arts,1.86,1,Full-time
STU00432,Business,3.4,3,Full-time
STU00433,Engineering,3.05,1,Full-time
STU00434,Science,1.75,2,Full-time
STU00435,Arts,1.71,3,Full-time
STU00436,Business,3.25,4,Full-time
STU00437,Engineering,1.68,2,Full-time
STU00438,Science,3.55,4,Full-time
STU00439,Arts,3.27,4,Full-time
STU00440,Business,1.7,4,Full-time
STU00441,Engineering,1.71,1,Full-time
STU00442,Science,3.97,2,Full-time
STU00443,Arts,2.44,2,Part-time
STU00444,Business,2.43,1,Full-time
STU00445,Engineering,3.53,3,Full-time
STU00446,Science,3.87,4,Full-time
STU00447,Arts,3.97,2,Full-time
STU00448,Business,3.38,1,Full-time
STU00449,Engineering,2.44,4,Part-time
STU00450,Science,1.71,3,Full-time
STU00451,Arts,3.44,3,Part-time
STU00452,Business,2.9,4,Full-time
STU00453,Engineering,2.56,3,Full-time
STU00454,Science,3.77,2,Full-time
STU00455,Arts,1.78,2,Part-time
STU00456,Business,2.73,2,Full-time
STU00457,Engineering,1.53,3,Full-time
STU00458,Science,2.67,2,Full-time
STU00459,Arts,1.64,1,Full-time
STU00460,Business,1.8,2,Full-time
STU00461,Engineering,1.79,2,Part-time
STU00462,Science,3.12,3,Full-time
STU00463,Arts,3.37,2,Full-time
STU00464,Business,2.96,4,Full-time
STU00465,Engineering,3.91,1,Full-time
STU00466,Science,2.44,3,Full-time
STU00467,Arts,2.21,1,Full-time
STU00468,Business,3.67,4,Full-time
STU00469,Engineering,2.06,3,Full-time
STU00470,Science,3.91,3,Part-time
STU00471,Arts,1.53,2,Part-time
STU00472,Business,3.92,1,Full-time
STU00473,Engineering,1.61,4,Full-time
STU00474,Science,3.73,4,Part-time
STU00475,Arts,2.82,3,Full-time
STU00476,Business,3.98,2,Full-time
STU00477,Engineering,1.68,3,Part-time
STU00478,Science,2.88,3,Full-time
STU00479,Arts,3.92,3,Full-time
STU00480,Business,2.81,3,Full-time
STU00481,Engineering,3.07,4,Full-time
STU00482,Science,3.24,4,Full-time
STU00483,Arts,2.64,3,Full-time
STU00484,Business,3.07,3,Full-time
STU00485,Engineering,2.96,2,Full-time
STU00486,Science,3.75,3,Full-time
STU00487,Arts,1.61,4,Full-time
STU00488,Business,2.2,1,Full-time
STU00489,Engineering,3.88,4,Full-time
STU00490,Science,3.73,2,Full-time
STU00491,Arts,2.64,4,Full-time
STU00492,Business,3.05,1,Full-time
STU00493,Engineering,2.19,3,Full-time
STU00494,Science,1.97,1,Full-time
STU00495,Arts,2.66,3,Full-time
STU00496,Business,2.38,3,Full-time
STU00497,Engineering,2.96,4,Full-time
STU00498,Science,1.69,4,Full-time
STU00499,Arts,3.94,4,Part-time
STU00500,Business,3.97,2,Full-time
STU00501,Engineering,3.25,4,Full-time
STU00502,Science,2.84,2,Full-time
STU00503,Arts,2.27,4,Full-time
STU00504,Business,3.53,3,Part-time
STU00505,Engineering,3.21,2,Full-time
STU00506,Science,1.91,1,Full-time
STU00507,Arts,3.78,2,Full-time
STU00508,Business,3.56,2,Full-time
STU00509,Engineering,3.87,1,Full-time
STU00510,Science,3.31,2,Full-time
STU00511,Arts,3.03,3,Full-time
STU00512,Business,2.55,4,Full-time
STU00513,Engineering,3.83,1,Full-time
STU00514,Science,3.67,4,Full-time
STU00515,Arts,1.61,3,Full-time
STU00516,Business,1.57,1,Full-time
STU00517,Engineering,2.44,4,Full-time
STU00518,Science,3.53,4,Full-time
STU00519,Arts,3.97,3,Full-time
STU00520,Business,1.88,4,Part-time
STU00521,Engineering,2.99,3,Full-time
STU00522,Science,2.45,2,Full-time
STU00523,Arts,3.92,3,Full-time
STU00524,Business,3.61,2,Full-time
STU00525,Engineering,3.6,1,Full-time
STU00526,Science,2.67,4,Full-time
STU00527,Arts,2.54,3,Full-time
STU00528,Business,2.18,3,Full-time
STU00529,Engineering,1.64,4,Full-time
STU00530,Science,3.66,4,Full-time
STU00531,Arts,3.53,1,Full-time
STU00532,Business,4.0,1,Full-time
STU00533,Engineering,3.99,3,Full-time
STU00534,Science,2.89,1,Full-time
STU00535,Arts,3.42,2,Full-time
STU00536,Business,3.86,1,Full-time
STU00537,Engineering,3.62,1,Full-time
STU00538,Science,2.12,3,Part-time
STU00539,Arts,2.63,2,Full-time
STU00540,Business,1.82,1,Part-time
STU00541,Engineering,3.89,2,Part-time
STU00542,Science,3.02,2,Full-time
STU00543,Arts,2.07,2,Full-time
STU00544,Business,3.18,4,Full-time
STU00545,Engineering,3.05,4,Full-time
STU00546,Science,2.4,4,Full-time
STU00547,Arts,1.78,4,Full-time
STU00548,Business,3.18,3,Full-time
STU00549,Engineering,2.8,1,Part-time
STU00550,Science,3.43,4,Full-time
STU00551,Arts,2.8,3,Full-time
STU00552,Business,3.63,1,Full-time
STU00553,Engineering,2.88,4,Part-time
STU00554,Science,2.9,1,Full-time
STU00555,Arts,3.69,4,Full-time
STU00556,Business,2.51,3,Full-time
STU00557,Engineering,1.84,2,Full-time
STU00558,Science,1.57,2,Full-time
STU00559,Arts,3.39,1,Full-time
STU00560,Business,3.05,3,Full-time
STU00561,Engineering,3.26,2,Full-time
STU00562,Science,2.03,4,Full-time
STU00563,Arts,1.84,2,Part-time
STU00564,Business,1.54,1,Full-time
STU00565,Engineering,2.38,1,Part-time
STU00566,Science,2.97,3,Full-time
STU00567,Arts,2.48,1,Full-time
STU00568,Business,2.59,2,Full-time
STU00569,Engineering,3.76,2,Full-time
STU00570,Science,2.37,2,Full-time
STU00571,Arts,2.78,2,Full-time
STU00572,Business,3.46,3,Full-time
STU00573,Engineering,2.49,4,Full-time
STU00574,Science,3.06,4,Full-time
STU00575,Arts,3.66,3,Full-time
STU00576,Business,3.87,1,Full-time
STU00577,Engineering,1.87,4,Full-time
STU00578,Science,3.82,1,Full-time
STU00579,Arts,2.73,4,Full-time
STU00580,Business,2.15,1,Full-time
STU00581,Engineering,2.65,3,Full-time
STU00582,Science,3.95,2,Full-time
STU00583,Arts,2.73,1,Full-time
STU00584,Business,2.32,2,Full-time
STU00585,Engineering,3.08,1,Full-time
STU00586,Science,2.1,1,Full-time
STU00587,Arts,1.69,1,Part-time
STU00588,Business,1.82,1,Full-time
STU00589,Engineering,1.82,1,Full-time
STU00590,Science,1.88,2,Part-time
STU00591,Arts,1.85,1,Part-time
STU00592,Business,3.1,2,Full-time
STU00593,Engineering,1.95,3,Full-time
STU00594,Science,2.36,4,Part-time
STU00595,Arts,3.74,1,Full-time
STU00596,Business,2.68,4,Part-time
STU00597,Engineering,3.17,2,Full-time
STU00598,Science,1.93,3,Full-time
STU00599,Arts,1.98,3,Full-time
STU00600,Business,1.6,3,Full-time
STU00601,Engineering,1.92,4,Full-time
STU00602,Science,2.2,2,Part-time
STU00603,Arts,1.94,1,Full-time
STU00604,Business,1.72,1,Full-time
STU00605,Engineering,1.8,2,Full-time
STU00606,Science,2.65,4,Full-time
STU00607,Arts,2.02,1,Full-time
STU00608,Business,2.41,2,Full-time
STU00609,Engineering,2.76,1,Full-time
STU00610,Science,3.23,3,Full-time
STU00611,Arts,1.6,1,Full-time
STU00612,Business,3.5,4,Full-time
STU00613,Engineering,3.07,2,Part-time
STU00614,Science,1.7,4,Full-time
STU00615,Arts,3.68,2,Full-time
STU00616,Business,3.8,3,Full-time
STU00617,Engineering,1.65,2,Full-time
STU00618,Science,2.19,1,Full-time
STU00619,Arts,3.52,1,Full-time
STU00620,Business,3.37,3,Full-time
STU00621,Engineering,1.96,2,Full-time
STU00622,Science,2.02,3,Full-time
STU00623,Arts,2.43,1,Full-time
STU00624,Business,2.71,4,Full-time
STU00625,Engineering,3.05,3,Full-time
STU00626,Science,2.42,4,Full-time
STU00627,Arts,2.66,4,Full-time
STU00628,Business,3.37,2,Part-time
STU00629,Engineering,1.59,3,Part-time
STU00630,Science,2.13,4,Full-time
STU00631,Arts,3.28,4,Full-time
STU00632,Business,3.74,2,Full-time
STU00633,Engineering,2.78,2,Part-time
STU00634,Science,2.83,1,Full-time
STU00635,Arts,1.77,4,Full-time
STU00636,Business,2.62,1,Full-time
STU00637,Engineering,2.83,4,Full-time
STU00638,Science,2.11,1,Part-time
STU00639,Arts,2.17,2,Full-time
STU00640,Business,2.44,3,Full-time
STU00641,Engineering,1.55,2,Full-time
STU00642,Science,2.31,1,Full-time
STU00643,Arts,2.03,1,Full-time
STU00644,Business,2.32,3,Full-time
STU00645,Engineering,1.8,4,Part-time
STU00646,Science,3.73,1,Full-time
STU00647,Arts,2.98,1,Full-time
STU00648,Business,3.2,1,Part-time
STU00649,Engineering,3.47,3,Full-time
STU00650,Science,2.75,2,Full-time
STU00651,Arts,1.72,1,Full-time
STU00652,Business,2.84,3,Full-time
STU00653,Engineering,2.97,1,Full-time
STU00654,Science,3.36,4,Part-time
STU00655,Arts,2.58,3,Full-time
STU00656,Business,1.82,1,Full-time
STU00657,Engineering,2.21,3,Full-time
STU00658,Science,2.41,1,Full-time
STU00659,Arts,3.11,2,Full-time
STU00660,Business,2.93,1,Full-time
STU00661,Engineering,2.39,3,Part-time
STU00662,Science,3.97,4,Full-time
STU00663,Arts,3.01,4,Full-time
STU00664,Business,2.09,4,Full-time
STU00665,Engineering,1.75,1,Full-time
STU00666,Science,1.88,2,Full-time
STU00667,Arts,2.11,1,Full-time
STU00668,Business,1.9,4,Full-time
STU00669,Engineering,1.97,3,Full-time
STU00670,Science,2.21,4,Full-time
STU00671,Arts,1.93,3,Full-time
STU00672,Business,3.74,2,Full-time
STU00673,Engineering,1.7,3,Full-time
STU00674,Science,2.81,1,Full-time
STU00675,Arts,2.53,1,Full-time
STU00676,Business,3.96,1,Full-time
STU00677,Engineering,1.78,3,Full-time
STU00678,Science,2.49,1,Full-time
STU00679,Arts,3.92,1,Full-time
STU00680,Business,3.66,1,Full-time
STU00681,Engineering,3.54,2,Full-time
STU00682,Science,2.14,3,Full-time
STU00683,Arts,1.93,3,Full-time
STU00684,Business,3.17,4,Part-time
STU00685,Engineering,3.82,3,Full-time
STU00686,Science,2.89,2,Full-time
STU00687,Arts,2.93,3,Full-time
STU00688,Business,2.2,2,Part-time
STU00689,Engineering,3.42,2,Full-time
STU00690,Science,1.97,3,Full-time
STU00691,Arts,2.31,4,Part-time
STU00692,Business,2.56,1,Full-time
STU00693,Engineering,2.77,1,Full-time
STU00694,Science,2.11,3,Full-time
STU00695,Arts,1.79,3,Full-time
STU00696,Business,3.03,2,Full-time
STU00697,Engineering,2.22,3,Full-time
STU00698,Science,2.95,2,Full-time
STU00699,Arts,1.89,4,Full-time
STU00700,Business,2.7,3,Full-time
STU00701,Engineering,2.83,1,Full-time
STU00702,Science,1.63,1,Full-time
STU00703,Arts,2.34,3,Part-time
STU00704,Business,1.84,2,Full-time
STU00705,Engineering,1.66,1,Full-time
STU00706,Science,3.97,2,Full-time
